# Selection   : patch(inlet)
# Faces       : 1369
# Area        : 1.408977e-02
# Time        	areaAverage(p)	areaAverage(U)
16.9          	5.187318e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
16.95         	5.184173e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
17            	5.181149e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
17.05         	5.178070e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
17.1          	5.174962e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
17.15         	5.172229e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
17.2          	5.169244e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
17.25         	5.166259e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
17.3          	5.163172e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
17.35         	5.160115e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
17.4          	5.157112e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
17.45         	5.154113e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
17.5          	5.151279e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
17.55         	5.148386e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
